tweet_id,text,label
2.8550509102329e+17,Irish Anti-Gay Ad: It Isn’t Discrimination if Gays Aren’t Allowed to Get Married http://blog.equalitopia.com/post/39243287408/irish-anti-gay-ad-gay-marriage-discrimination …,homophobia
2.81612283875041e+17,Fake reporter flirts with Westboro Baptist Church memberhttp://www.youtube.com/watch?v=S8cN2pB3MCE …,homophobia
2.81100729446461e+17,Gay Man Sentenced to 3 Years in Prison for Sending Text Message to Another Man in Cameroonhttp://nyti.ms/SLg2gN ,homophobia
2.8093151051162e+17,James Dobson: Connecticut Shooting Linked To Gay Marriagehttp://www.huffingtonpost.com/2012/12/17/james-dobson-connecticut-shooting-gay-marriage_n_2318015.html …,homophobia
2.76404039460209e+17,"Colombian Politician Says Gay Marriage Would Lead To Necrophilia, Bestiality http://www.huffingtonpost.com/2012/12/05/gay-marriage-in-colombia-necrophilia_n_2244175.html … #WTF",homophobia
2.74200238976291e+17,BREAKING: Scientific research reveals cure for homophobia http://www.youtube.com/watch?v=t35GTsTBFnE … (via @mikelondoncan),homophobia
2.73964904199889e+17,WIN: Florida student strips in front of homophobic preacherhttp://www.youtube.com/watch?v=6lT5ruEFtxc …,homophobia
2.7321902889658e+17,Woman brutally beaten by girlfriend's disapproving brother on Thanksgiving Day http://www.gaystarnews.com/article/woman-brutally-beaten-girlfriends-disapproving-brother-thanksgiving-day261112 … #StopHomophobia,homophobia
2.688799224482e+17,http://youhatefaggots.tumblr.com  (via @darren_scott),homophobia
2.68122599463211e+17,"Watch out, @homophobes! Gay men will marry your girlfriends! http://www.collegehumor.com/video/6846855/gay-men-will-marry-your-girlfriends …",homophobia
2.68098382193644e+17,UPS to no longer donate to homophobic Boy Scouts of America http://www.gaystarnews.com/article/united-parcel-service-no-longer-donate-boy-scouts-america121112 …,homophobia
2.67426002983059e+17,You know you're doing something right when the Saudi Arabian government censors your Twitter profile.pic.twitter.com/mtw379vv,homophobia
2.66332081569808e+17,Homophobe of the day: https://www.youtube.com/watch?v=uTo8SN-MLIQ …,homophobia
2.66224861372883e+17,40 Biggest Homophobes on Twitter During Election Night http://storify.com/homophobes/40-biggest-homophobes-on-twitter-during-election-n … #Election2012 #Obama2012 #StopHomophobia,homophobia
2.66089357641908e+17,40 Biggest Homophobes on Twitter During Election Night http://storify.com/homophobes/40-biggest-homophobes-on-twitter-during-election-n … #Election2012,homophobia
2.62963770194817e+17,Homophobe of the day: The Christian religious leader who blames Hurricane #Sandy on homosexuality and marriage equality http://thinkprogress.org/lgbt/2012/10/29/1104901/anti-gay-preacher-blames-hurricane-sandy-on-homosexuality-and-marriage-equality/ …,homophobia
2.59016083057545e+17,"With almost 100 mentions per minute, #SignsYoSonIsGay has become a trending topic for many users. http://topsy.com/s?q=%23SignsYoSonIsGay … #StopHomophobia",homophobia
2.58051933753971e+17,Do gay people need separate public restrooms? Here are 25 homophobes who think so:  http://storify.com/homophobes/25-tweets-claiming-gays-should-have-their-own-rest … #StopHomophobia,homophobia
2.57884977574863e+17,25 Tweets Claiming Gays Should Have Their Own Restrooms http://storify.com/homophobes/25-tweets-claiming-gays-should-have-their-own-rest …,homophobia
2.56450858034811e+17,Happy National Coming Out Day! Here are 100 real tweets from homophobes who would murder their gay child: http://storify.com/homophobes/100-homophobes-who-would-kill-their-gay-child …,homophobia
2.5435572464008e+17,"""I am not gay, although I wish I were, just to piss off @homophobes."" —Kurt Cobain",homophobia
2.53927407160025e+17,"Homophobe of the day: The individual(s) who painted ""LEAVE OR DIE FAGS"" on a Texas gay couple's porchhttp://www.connectamarillo.com/news/story.aspx?id=808278 …",homophobia
2.5120863658247e+17,POLL: Would you like to see @homophobes retweet more or less frequently? http://gopollgo.com/at-homophobes-retweets-about-2-3-tweets-per-day-would-you-like-to-see-at-homophobes-retweet-more-or-less-frequently …,homophobia
2.51099370815103e+17,"Homophobic language isn't always meant to be hurtful, but how often do we use it without thinking? http://nohomophobes.com  #NoHomophobes",homophobia
2.49258242503492e+17,#FollowFriday @ParisHilton @MittRomney @NOMupdate @SarahPalinUSA @RickSantorum @ExodusIntl @MeganPhelps @ChickfilA @BoyScouts @SalvationArmy,homophobia
2.48839194431082e+17,"Paris Hilton: ""Gay guys are the horniest people in the world…they're disgusting. Dude, most of them probably have AIDS""http://www.tmz.com/2012/09/20/paris-hilton-gay-audio-disgusting-aids/ …",homophobia
2.48134072201798e+17,The new @homophobes Twitter profile is SO gay (but not in the bad way!): https://twitter.com/homophobes ,homophobia
2.45643151430255e+17,"At @FranciscanU, you can take a course about ""deviant behaviors"" such as murder, rape, prostitution, and homosexuality.http://www.huffingtonpost.com/2012/09/11/franciscan-university-deviant-behavior_n_1874760.html …",homophobia
2.44189468851065e+17,NFL punter has a few choice words for a politician who is offended by an NFL player supporting gay marriage http://deadspin.com/5941348/they-wont-magically-turn-you-into-a-lustful-cockmonster-chris-kluwe-explains-gay-marriage-to-the-politician-who-is-offended-by-an-nfl-player-supporting-it …,homophobia
2.39097055589585e+17,Maryland lawmaker who thinks gays are a threat to children crashes boat into children http://www.gaystarnews.com/article/lawmaker-who-thinks-gays-threat-children-crashes-boat-children240812 … #HomophobeOfTheDay,homophobia
2.38047669673677e+17,The 45 Biggest @Homophobes of Our 45 Yearshttp://www.advocate.com/print-issue/current-issue/2012/08/21/45-biggest-homophobes-our-45-years …,homophobia
2.33256675803529e+17,"Homophobe of the day: Bryan Fischer, who believes it’s his duty to Christ to abduct children from same-sex households. http://thenewcivilrightsmovement.com/fischer-we-need-an-underground-railroad-to-abduct-children-from-gays/discrimination/2012/08/08/45849 …",homophobia
2.33046294132842e+17,Hate Chick-Fil-A? You'll love this shirt by @WearItOUT_Co: http://wearitout.co/pages/chick-fil-a.html … (Part of their proceeds go to LGBT organizations!),homophobia
2.31548064660341e+17,"A year ago, @homophobes was created. Today, we reached 10,000 followers. Thank you all for the support! #StopHomophobia #ThinkBeforeYouTweet",homophobia
2.31086453059363e+17,"""I wouldn't want them filthy HIV+ fags eating my good chicken."" - Top 50 Homophobic #ChickFilA Tweets: http://storify.com/homophobes/top-50-homophobic-chick-fil-a-tweets … #CFA",homophobia
2.30868879730151e+17,"""Now I can eat my chicken without the risk of getting AIDS"" - Top 50 Homophobic #ChickFilA Tweets: http://storify.com/homophobes/top-50-homophobic-chick-fil-a-tweets … #CFA",homophobia
2.2857280491894e+17,Homophobe of the day: Kirk Cameron http://thinkprogress.org/lgbt/2012/07/26/589491/lgbt-youth-in-new-jersey-want-to-meet-with-kirk-cameron/ …,homophobia
2.27802862795768e+17,"Homophobe of the day: @GovMikeHuckabee, who just called for a national 'Chick-Fil-A Appreciation Day'http://www.huffingtonpost.com/2012/07/24/mike-huckabee-chick-fil-a-appreciation-day_n_1696648.html …",homophobia
2.27620574246105e+17,Twitter's search results = accurate.pic.twitter.com/lf6FJSxo,homophobia
2.21399580623901e+17,Homophobe of the day: Jane Pitt (Brad Pitt's mom) http://www.huffingtonpost.com/2012/07/05/brad-pitt-mom-jane-anti-gay-romney-letter_n_1652569.html … (via @ThePandoraBoxx),homophobia
2.21131424776982e+17,"In case you missed it: @fakedansavage, co-founder of the @ItGetsBetter Project, interviewed @homophobes: http://slog.thestranger.com/slog/archives/2012/07/03/giving-the-homophobes-the-attention-theyre-looking-for …",homophobia
2.08695890410619e+17,"""going against God's will."" http://www.courthousenews.com/2012/06/01/47019.htm …",homophobia
2.08273456024924e+17, Kansas pastor Curtis Knapp wants the government to start killing gays.http://www.advocate.com/politics/religion/2012/05/30/latest-call-gay-holocaust-comes-kansas …,homophobia
2.07644590302446e+17,burning gay man alive http://unicornbooty.com/blog/2012/05/29/high-school-graduation-party-turns-into-attempt-at-burning-gay-man-alive/ …,homophobia
2.04986272480104e+17,we should put all gays in electrified pen to kill them off http://www.youtube.com/watch?v=d2n7vSPwhSU …,homophobia
1.98555010668306e+17,"gay marriage: « What is stopping them from refining marriage as between a person and a beast?"" —  http://thenewcivilrightsmovement.com/pastor-married-gays-dangerous-to-kids-one-step-away-from-person-and-beast-marriage/politics/2012/05/04/39049 …",homophobia
1.97394007859528e+17,@Linn_Mar_Love You are an amazing person. http://www.towleroad.com/2012/05/gay-iowa-hs-student-acted-as-anonymous-twitter-angel-for-fellow-bullied-teens.html …,homophobia
1.97112182788465e+17,"Watch out, we got a badass over here:http://unicornbooty.com/blog/2012/04/30/bigot-fires-shotgun-at-gay-marriage-sign-video/ …",homophobia
1.93431756714688e+17,"""If a straight man love gays, it probably means he's getting f***ed by them!""http://www.youtube.com/watch?v=LaaG9xyjd0c …",homophobia
1.86961697997722e+17,In case you missed it: A Homophobe's Guide for Dealing with a Gay Child http://storify.com/homophobes/a-homophobe-s-guide-for-dealing-with-a-gay-child …,homophobia
1.86629008824349e+17,A Homophobe's Guide for Dealing with a Gay Child http://storify.com/homophobes/a-homophobe-s-guide-for-dealing-with-a-gay-child …,homophobia
1.8563977082583e+17,"Joey Mitchell (@basementatheist) reads through our ""100 Real Tweets from Homophobes Who Would Murder Their Gay Child""http://www.youtube.com/watch?v=VJc9Ab2MwJ4 …",homophobia
1.82386216543601e+17,Why I Hate Gay People.  http://www.youtube.com/watch?v=S1fYJmMG07g …,homophobia
1.7840229184453e+17,"Stop making up your own rules! Do things the way God intended them to be, you silly gays! http://www.youtube.com/watch?v=aKsUB0gYkxI …",homophobia
